BeSS #,Name,RA,Dec,Vmag,SpecType,Simbad classification,Catalog memberships,Literature classification,Reference,epsi,sepsi,BP-RP,Parallax,Parallax_err,Gflux,Gflux_corrected,Gflux_err,Gmag,Gmag_corrected,Gmag_err,PM,PM_dec,pmdec_error,PM_RA,PM_RA_err,rgeo,rpgeo,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,NHGal,S_N,2CXO,2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,2MASS,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,WISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag
682,GSC 02342-00359,52.293,31.36653056,14.25,B5e,**,"Gaia, XMM, WISE, 2MASS",unconfirmed,no mentions,2.231,711.8,3.017814,,,26956.0,26956.0,193.766,14.610729999999998,14.610729999999998,0.008277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J032910.3+312159,7.70184e-16,2.65266e-16,7.90655e-15,6.7659e-16,1.15096e-13,2.51465e-15,2.1685e-13,5.936440000000001e-15,2.36485e-13,1.81293e-14,5.754109999999999e-13,1.9337200000000002e-14,2.7171e-13,4.57577e-15,0.81782,0.0577618,0.8611260000000001,0.011590399999999999,-0.202441," 1.67756e-02",-0.565822,0.0276246,03291037+3121591,9.368,7.987,7.172999999999999,0.03,0.031,0.023,J032910.31+312159.5,,,,,-1.5590000000000002,0.307
688,BQ Cam,53.74954167,53.17321944,11.3,Be,HMXB,"Gaia, Chandra, XMM, Swift, WISE, 2MASS",Be transient x-ray pulsar,https://ui.adsabs.harvard.edu/abs/2018acps.confE..46D/abstract,0.0,4.279999999999999e-15,2.3886990000000003,0.1343,0.0202,39342.4,39342.4,71.1756,14.200214,14.200214,0.0033840000000000003,0.515,0.44,0.02,-0.268,0.02,5584.23926,5883.42285,2.18e-14,1.2e-14,9.55e-15,1.3300000000000001e-15,,,-0.27358000000000005,0.49219,0.6583399999999999,81.78,3.818,J033459.9+531023,35064.0,1.1,0.00564,-0.00564,0.929,0.721,0.00475,-0.000336,0.135,0.00184,-0.00184,0.821,0.00446,-0.00446,0.00E+00,1.3000000000000002e-10,1.4699999999999998e-10,"          ","           ","           ",J033459.8+531022,2.9090500000000004e-17,1.01454e-16,1.4808099999999999e-15,3.728e-16,1.51953e-14,1.14385e-15,2.1350299999999998e-14,2.35699e-15,5.81092e-16,2.09456e-15,4.1206599999999996e-14,3.67519e-15,3.2836300000000005e-14,2.02637e-15,0.953155,0.13092,0.8363790000000001,0.042153699999999995,-0.344656," 5.81413e-02",-0.993853,0.0357554,03345990+5310233,11.817,11.206,10.744000000000002,0.023,0.03,0.025,J033459.90+531023.3,9.986,0.014,9.76,0.009000000000000001,9.084,0.029
695,MEROPE,56.58154167,23.94835556,4.164,B6IVe,Em*,"Gaia, Chandra, WISE, 2MASS",Be star,https://en.wikipedia.org/wiki/Merope_(star),1.505,3081.0,-0.011191,7.067,0.2862,403506000.0,403506000.0,889464.0,4.172742,4.172742,0.00365,50.139,-48.404,0.195,13.075,0.317,142.660645,141.260788,2.04e-13,0.0,2.24e-14,1.8000000000000002e-13,0.0,,-0.84072,-0.98314,-0.81199,10.83,20.383,J034619.6+235653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03461958+2356541,4.2330000000000005,4.309,4.22,0.24,0.154,0.016,J034619.61+235653.8,4.268972127905435,,3.6465792866485423,,4.163,0.015
705,Menkhib,59.74125,35.79103056,4.06,O7.5IIIe,**,"Gaia, XMM, Swift, WISE, 2MASS",O star,https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..910R/abstract,1.328,3186.0,0.08114299999999999,2.4457,0.2616,484165000.0,484165000.0,871595.0,3.974884,3.974884,0.003378,2.734,2.6210000000000004,0.212,0.778,0.29,417.692932,425.826111,,,,,,,,,,,,,136909.0,0.0311,0.00237,-0.00237,-0.72,-0.897,0.0106,-0.00293,0.00235,0.000672,-0.000672,0.0,0.00028900000000000003,0.0,2.23E-04,1.56e-12,2e-12,"          ","           ","           ",J035857.8+354728,4.65863e-13,2.26941e-15,1.57962e-12,3.68359e-15,5.208560000000001e-13,2.16674e-15,7.21033e-14,1.3784e-15,1.39604e-15,7.81515e-16,2.6379e-12,5.1575899999999995e-15,2.61756e-12,5.90425e-15,0.620686,0.00166088,-0.521706,0.00173936,-0.899642," 1.86403e-03",-0.987320,0.00601355,03585791+3547276,3.987,4.07,3.953,0.27,0.224,0.036000000000000004,J035857.93+354727.8,4.091440167707058,,3.608025993952971,,3.95,0.015
745,lam Eri,77.28658333,-8.754080556,4.249,B2IVne,Em*,"Gaia, XMM, WISE, 2MASS",Be star (variable),https://ui.adsabs.harvard.edu/abs/2002MNRAS.332..714B/abstract,1.547,4507.0,-0.268388,3.6256,0.232,378064000.0,378064000.0,699518.0,4.243453,4.243453,0.0034100000000000003,2.8560000000000003,-2.276,0.18600000000000005,1.726,0.25,274.778259,271.507721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J050908.8-084514,1.79492e-14,2.36657e-15,4.3213e-14,3.16813e-15,1.99075e-14,2.25172e-15,8.321420000000001e-15,2.8820599999999997e-15,2.46074e-15,5.06703e-15,9.60336e-14,7.726449999999999e-15,9.21941e-14,5.70679e-15,0.49874399999999997,0.05573909999999999,-0.335595,0.05748330000000001,-0.739248," 7.91505e-02",-0.878474,0.200704,05090877-0845147,4.854,4.832,4.713,0.204,0.076,0.02,J050908.79-084514.7,5.332999999999998,0.065,4.135,0.051,4.065,0.014
758,RX J0516.0-6916,79.00041667,-69.2692,15.0,Be,HMXB,"XMM, Swift",unconfirmed,no mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15241.0,0.006,0.000302,-0.000302,0.49,0.205,0.000353,-0.000134,0.00203,0.000156,-0.000156,0.00325,0.000192,-0.000192,0.00E+00,3.46e-13,4.4e-13,1.06E+00,1.28E-01,-1.31E-01,J051559.9-691607,9.536680000000001e-17,1.4076799999999998e-16,1.8946900000000003e-16,2.33894e-16,1.02028e-15,3.40732e-16,1.26772e-14,1.53117e-15,1.10702e-13,1.1961e-14,1.2610899999999998e-13,1.20804e-14,8.08774e-15,1.04743e-15,-0.012297,0.5475869999999999,0.692607,0.271755," 0.599376"," 1.00238e-01"," 0.423210",0.063929,,,,,,,,,,,,,,
772,25 Ori,81.18679167,1.846444444,4.873,B1Vpe,Em*,"Gaia, Chandra, XMM, WISE, 2MASS",Be star,no mentions,0.823,1467.0,-0.044976,2.9321,0.1219,262114000.0,262114000.0,640270.0,4.64114,4.64114,0.003824,1.133,0.433,0.084,1.047,0.126,341.688354,339.141052,1.85e-14,1.5999999999999998e-14,5.299999999999999e-16,2.75e-15,0.0,,0.64335,-0.28607,-0.7770100000000001,11.14,2.526,J052444.8+015046,,,,,,,,,,,,,,,,,,,,,J052444.8+015047,4.62933e-15,7.03903e-16,3.9798099999999995e-15,5.82897e-16,5.585030000000001e-16,3.63251e-16,5.25817e-17,3.45779e-16,2.18482e-15,4.26225e-15,1.20521e-14,4.45899e-15,6.20886e-15,1.06343e-15,0.034176,0.101168,-0.7346699999999999,0.143966,-0.919258," 3.40836e-01"," 0.937899",0.275364,05244482+0150472,5.369,5.417000000000002,5.355,0.027000000000000003,0.027000000000000003,0.02,J052444.86+015047.4,4.323914354170944,,3.585761117785516,,3.312,0.014
842,RX J0531.2-6609,82.80541667,-66.1181,14.4,B0.7Ve,HMXB,"XMM, Swift",unconfirmed,no mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91389.0,0.0513,0.00199,-0.00199,0.208,0.353,0.00825,-0.000782,0.0136,0.00103,-0.00103,0.0285,0.00148,-0.00148,0.00E+00,3.64e-12,3.64e-12,"          ","           ","           ",J053113.2-660707,3.16767e-14,1.51898e-15,7.817000000000001e-14,2.19873e-15,1.8432000000000002e-13,3.29833e-15,1.01131e-12,1.30852e-14,5.94328e-12,8.27102e-14,7.2370899999999994e-12,8.405889999999999e-14,8.698950000000001e-13,8.37675e-15,0.44026400000000004,0.0224362,0.403422,0.013880400000000001," 0.326711"," 9.86684e-03"," 0.173643",0.00919947,,,,,,,,,,,,,,
855,RX J0535.0-6700,83.77458333,-67.0044,14.873,B0Ve,HMXB,"Gaia, XMM, Swift, WISE, 2MASS",Be/HMXB,https://ui.adsabs.harvard.edu/abs/2002A%26A...385..517N/abstract,0.078,1.661,-0.070698,-0.0051,0.0206,23009.6,23009.6,23.0114,14.782597,14.782597,0.002962,1.705,0.565,0.026,1.609,0.032,17862.2148,16686.9375,,,,,,,,,,,,,156371.0,0.00447,0.00137,-0.00137,-0.228,0.718,0.0006730000000000001,-0.0006730000000000001,0.000414,0.000467,-0.000414,0.00324,0.00104,-0.00104,5.16E-02,2.11e-13,2.67e-13,"          ","           ","           ",J053505.5-670015,1.04824e-15,9.21611e-16,1.7526499999999998e-15,1.11276e-15,2.5490099999999998e-14,2.9206199999999997e-15,2.49355e-13,1.3784899999999999e-14,1.24992e-12,9.553610000000001e-14,1.52788e-12,9.658089999999999e-14,1.71901e-13,8.72711e-15,0.381938,0.457596,0.877734,0.0697816," 0.566772"," 4.31064e-02"," 0.007367",0.047128300000000005,05350598-6700157,14.876,14.783,14.463,0.047,0.078,0.097,J053505.98-670015.7,14.157,0.043,14.172,0.028,13.38,
856,V1230 Ori,83.83629167,-5.362330556,9.736,B8IVve,V*,"Gaia, Chandra, 2MASS",Orion type variable,no mentions,0.22,70.05,0.7220880000000001,2.4554,0.031,3095130.0,3095130.0,1914.27,9.46067,9.46067,0.002836,3.379,-1.425,0.023,3.064,0.027000000000000003,403.382172,404.166901,8.809999999999998e-13,5.5e-13,2.2e-13,1.16e-13,,,-0.0075,0.02873,0.034980000000000004,19.45,220.895,J053520.7-052144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05352071-0521443,8.067,7.604,7.38,0.026,0.034,0.023,,,,,,,
857,43 Ori,83.84541667,-5.416061111,5.08,O9.5Vpe,**,"Gaia, Chandra, XMM, 2MASS",O/B star,https://en.wikipedia.org/wiki/Theta2_Orionis,1.433,4567.0,-0.004442,2.9728,0.2136,188027000.0,188027000.0,345470.0,5.001814,5.001814,0.0034020000000000005,2.63,2.394,0.13699999999999998,1.089,0.16899999999999998,333.819092,332.793579,6.97e-13,1.33e-13,1.23e-13,4.42e-13,1.88e-13,,-0.36477,-0.8144899999999999,-0.6396,19.31,210.462,J053522.8-052457,,,,,,,,,,,,,,,,,,,,,J053522.9-052458,7.608610000000001e-14,1.82562e-15,5.826649999999999e-13,4.9746e-15,2.73459e-13,4.10221e-15,8.11303e-14,4.9436900000000005e-15,5.16454e-15,6.2046e-15,1.0264299999999999e-12,1.2159e-14,1.09327e-12,9.24304e-15,0.775365,0.00511258,-0.399009,0.00709262,-0.803279," 1.04836e-02",-0.915027,0.0399744,05352289-0524578,4.912,4.923,4.837,0.037000000000000005,0.063,0.021,,,,,,,
892,V725 Tau,84.727375,26.31578611,9.19,O9.7IIe,HMXB,"Gaia, Chandra, XMM, Swift, WISE, 2MASS",Be/Xray transient,https://ui.adsabs.harvard.edu/abs/1988ESASP.281a.141G/abstract,0.123,25.19,0.977099,0.5245,0.0233,6825690.0,6825690.0,6126.93,8.601999000000001,8.601999000000001,0.0029230000000000003,2.939,-2.88,0.016,-0.59,0.031,1793.0367399999998,1765.41187,3.15e-12,2.9e-12,2.3100000000000003e-13,6.52e-14,6.92e-14,,0.58339,0.77327,0.34603,59.61,89.197,J053854.5+261856,65552.0,1.33,0.00855,-0.00855,0.6,0.45,0.0758,-0.0027600000000000003,0.303,0.00375,-0.00375,0.8,0.00598,-0.00598,0.00E+00,9.64e-11,1.18e-10,4.89E-01,2.10E-02,-2.07E-02,J053854.5+261857,4.6906699999999994e-14,1.18685e-15,3.5682e-13,3.19819e-15,2.3252299999999998e-12,8.53913e-15,8.435639999999999e-12,2.7490100000000002e-14,1.61485e-11,7.62406e-14,2.72642e-11,8.174739999999999e-14,7.7378e-12,1.9195500000000002e-14,0.755544,0.00559342,0.7059989999999999,0.00243762," 0.120172"," 2.41588e-03",-0.345815,0.00251543,05385458+2618568,8.368,8.272,8.157,0.021,0.026,0.027000000000000003,J053854.58+261856.9,6.829,0.019,6.631,0.014,6.172999999999999,0.014
942,HD 42054,91.76529167,-34.31202222,5.843,B4IVe,Em*,"Gaia, XMM, WISE, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/2009cxo..prop.2782T/abstract,0.463,320.6,-0.092978,3.4337,0.055,93201200.0,93201200.0,85156.3,5.763813,5.763813,0.002928,2.019,-0.203,0.052000000000000005,2.009,0.048,290.069092,290.951111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J060703.6-341843,2.4011500000000003e-13,6.70937e-15,5.603109999999999e-13,8.98255e-15,7.229850000000001e-13,1.00088e-14,8.31682e-13,1.7607299999999997e-14,1.1673e-12,4.30551e-14,3.5169199999999995e-12,4.90625e-14,2.24926e-12,2.1138099999999997e-14,0.500913,0.0120728,0.142491,0.0103151,-0.385589," 1.07611e-02",-0.482063,0.0163196,06070367-3418433,5.8660000000000005,5.837999999999999,5.699,0.02,0.031,0.02,J060703.61-341842.7,6.57,0.03,5.664,0.018000000000000002,4.985,0.014
972,PZ Gem,96.81575,14.88922778,6.64,O9pe,Em*,"Gaia, XMM, WISE, 2MASS",gamma Cas type Oe star,https://ui.adsabs.harvard.edu/abs/2015A%26A...575A..99R/abstract,0.268,81.88,0.36126,1.1281,0.0368,45080100.0,45080100.0,538495.0,6.552404,6.552404,0.013259,0.884,-0.519,0.032,-0.715,0.041,864.045959,855.6469119999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J062715.8+145321,6.522320000000001e-15,5.90194e-16,2.7169499999999998e-14,9.91741e-16,4.28366e-14,1.2289899999999999e-15,7.47969e-14,2.683e-15,1.0763900000000001e-13,6.790049999999999e-15,2.49337e-13,7.60843e-15,1.43852e-13,2.69418e-15,0.710483,0.022977200000000003,0.507459,0.0143214,-0.067042," 1.42195e-02",-0.355512,0.016507499999999998,06271577+1453212,5.9060000000000015,5.761,5.534,0.023,0.021,0.017,J062715.80+145321.4,5.43,0.029,4.99,0.034,4.253,0.014
985,Cl* NGC 2244 PS 26,97.87395833,4.913736111,11.41,B7Ve,Em*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.3505M/abstract,0.086,8.508,0.52315,0.6626,0.0177,230365.0,230365.0,358.412,12.281327,12.281327,0.003232,2.091,0.037000000000000005,0.015,-2.091,0.017,1436.35986,1424.0720199999996,4.33e-15,2.08e-15,7.39e-16,1.46e-15,0.0,,0.10119,-0.37102,-0.44597,72.77,5.091,J063129.7+045449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06312975+0454491,11.449000000000002,10.887,9.69,0.024,0.025,0.021,J063129.76+045449.1,8.091000000000001,0.013,6.997000000000001,0.009000000000000001,3.858,0.013
987,Cl* NGC 2244 JOHN 33,98.0645,4.9222805560000005,12.005999999999998,B6Vne,YSO,"Gaia, Chandra, WISE, 2MASS",unconfirmed,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.3505M/abstract,0.127,18.32,0.5119199999999999,0.6008,0.0226,332129.0,332129.0,97.744,11.884101,11.884101,0.002774,1.742,0.193,0.02,-1.731,0.021,1528.0800800000004,1532.3396,6.740000000000001e-15,3.79e-15,1.58e-15,1.32e-15,,,-0.01374,-0.23235,-0.21611,72.67,6.098,J063215.4+045520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06321548+0455203,11.148,10.998,10.958,0.021,0.021,0.023,J063215.48+045520.3,10.695,0.011,10.845999999999998,0.008,10.479,0.227
990,HD 259440,98.246875,5.800327778,9.12,B0pe,HMXB,"Gaia, XMM, Swift, WISE, 2MASS",Î³-ray binary,https://ui.adsabs.harvard.edu/abs/2010ApJ...724..306A/abstract,0.102,10.64,0.926177,0.5404,0.0226,5284830.0,5284830.0,2858.77,8.879788000000003,8.879788000000003,0.002817,0.429,-0.428,0.016,-0.026,0.02,1772.5961899999998,1745.9602100000004,,,,,,,,,,,,,675.0,0.0304,0.000223,-0.000223,0.575,0.098,0.00318,-7.42e-05,0.0121,0.00014,-0.00014,0.0148,0.000156,-0.000156,0.00E+00,1.68e-12,2.09e-12,1.45E+00,2.17E-02,-2.17E-02,J063259.2+054801,1.2294e-15,2.82741e-16,1.49886e-14,8.29002e-16,5.88913e-14,1.65787e-15,1.3899200000000002e-13,4.32069e-15,3.4291999999999997e-13,1.41221e-14,5.56953e-13,1.4910499999999998e-14,1.72723e-13,3.3894799999999996e-15,0.863132,0.0307035,0.570992,0.020943599999999996,-0.089165," 2.07870e-02",-0.250135,0.0240828,06325925+0548012,7.64,7.39,6.966,0.023,0.049,0.02,J063259.25+054801.1,6.714,0.022,6.097,0.011,5.34,0.015
1001,15 Mon,100.2444167,9.895755556000001,4.64,B1Ve,Em*,"Gaia, Chandra, XMM, Swift, WISE, 2MASS",Binary,https://ui.adsabs.harvard.edu/abs/2010NewA...15..302C/abstract,5.228,37360.0,-0.360486,-1.3292,1.0003,286774000.0,286774000.0,1269200.0,4.543516,4.543516,0.005539,6.509,-6.4460000000000015,1.063,0.903,1.139,3974.51758,4215.17432,1.3e-12,2.31e-14,7.54e-14,1.19e-12,1.22e-12,,-0.72705,-0.97689,-0.8619600000000001,46.65,64.508,J064058.6+095345,99400.0,0.0315,0.0041600000000000005,-0.0041600000000000005,-0.914,-0.684,0.0253,-0.00305,0.00066,0.000782,-0.00066,0.0,0.000331,0.0,0.00E+00,1.75e-12,2.44e-12,"          ","           ","           ",J064058.6+095345,8.723889999999999e-13,7.24382e-15,1.54822e-12,8.71141e-15,4.18527e-13,4.80365e-15,1.36345e-13,5.5921300000000004e-15,7.34163e-15,5.8585500000000005e-15,2.99485e-12,1.53393e-14,2.02391e-12,1.2449e-14,0.37977,0.00428912,-0.590142,0.00417884,-0.776943," 8.36989e-03",-0.984477,0.0175248,06405866+0953447,5.202000000000001,5.322,5.34,0.023,0.021,0.021,J064058.63+095344.4,6.187,0.034,5.101,0.016,5.564,0.018000000000000002
1046,19 Mon,105.72825,-4.2392333330000005,4.99,B1Ve,V*,"Gaia, XMM, WISE, 2MASS",beta Cep type variable,https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..952B/abstract,0.7829999999999999,705.7,-0.26244,2.6167,0.1528,201983000.0,201983000.0,504030.0,4.92408,4.92408,0.003864,4.615,2.267,0.131,-4.02,0.114,377.380829,370.09552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J070254.7-041422,1.6030700000000002e-14,2.44357e-15,2.02798e-14,2.38247e-15,3.6365099999999996e-15,1.1481600000000001e-15,2.69925e-16,1.02812e-15,3.50294e-15,5.51982e-15,4.93827e-14,7.2375e-15,3.4392e-14,3.92176e-15,0.193497,0.0843524,-0.697531,0.0819368,-0.949080," 1.24882e-01",-0.302710,0.429094,07025476-0414212,5.3889999999999985,5.476,5.497999999999998,0.029,0.026,0.02,J070254.77-041421.2,5.765,0.028,5.372000000000001,0.017,5.635,0.014
1080,HD 57682,110.5085417,-8.979380556,6.403,O9Ve,*,"Gaia, XMM, WISE, 2MASS",O star (high velocity),https://ui.adsabs.harvard.edu/abs/1998A%26A...330..975C/abstract,0.516,427.2,-0.278362,0.8968,0.0739,53095800.0,53095800.0,23862.8,6.374717,6.374717,0.002798,16.323,13.159,0.063,9.659,0.067,1110.86255,1106.11145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J072202.0-085845,5.8397e-14,3.7092799999999994e-15,2.55656e-13,6.56713e-15,1.6881600000000002e-13,5.42035e-15,6.657360000000001e-14,6.22659e-15,1.21509e-14,8.15501e-15,5.76129e-13,1.47401e-14,6.34185e-13,1.2552600000000001e-14,0.697483,0.017637,-0.203738,0.0195009,-0.735771," 2.24438e-02",-0.933252,0.0470209,07220205-0858457,6.811,6.966,6.939,0.029,0.065,0.024,J072202.06-085845.6,7.12,0.017,7.028,0.008,6.943,0.015
1116,BN Gem,114.273875,16.90425,6.921,O8Vpev,Em*,"Gaia, XMM, WISE, 2MASS",Oe star,https://ui.adsabs.harvard.edu/abs/2021NewA...8301462R/abstract,0.386,123.5,-0.13058599999999998,0.5227,0.0548,39577300.0,39577300.0,143481.0,6.69375,6.69375,0.004804999999999999,2.162,-1.876,0.057,-1.0759999999999998,0.063,1729.4702100000004,1787.72253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J073705.7+165415,1.0684499999999999e-14,1.6507000000000002e-15,2.33143e-14,2.03993e-15,1.0857799999999999e-14,1.4200200000000001e-15,6.888420000000001e-15,2.0629100000000002e-15,1.60093e-14,7.29382e-15,6.759650000000001e-14,8.20189e-15,4.9544900000000004e-14,3.60728e-15,0.45588500000000004,0.0675126,-0.363218,0.0676301,-0.581497," 1.03375e-01",-0.201129,0.22653,07370572+1654153,7.044,7.0710000000000015,6.965,0.032,0.027000000000000003,0.021,J073705.72+165415.3,6.747000000000001,0.023,6.518,0.012,6.22,0.015
1143,V392 Pup,116.5439167,-37.93366944,5.87,B7Ve,Em*,"Gaia, XMM, WISE, 2MASS",unconfirmed,no mentions,0.8370000000000001,884.0,-0.135692,5.0296,0.0949,86330700.0,86330700.0,58144.1,5.846953,5.846953,0.002851,24.616,16.9,0.119,-17.898,0.092,199.040405,198.492279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J074610.5-375601,7.344159999999999e-15,5.85832e-16,2.69591e-14,9.32329e-16,5.39037e-15,5.15793e-16,6.987939999999999e-17,3.37908e-16,2.79141e-16,1.88401e-15,4.3262900000000005e-14,2.4475999999999998e-15,4.66139e-14,1.6119700000000002e-15,0.643803,0.025208,-0.66979,0.0268003,-0.994461," 4.11002e-02"," 0.978244",0.400532,07461054-3756011,6.03,6.1,6.107,0.019,0.04,0.018000000000000002,J074610.52-375601.0,6.14,0.021,6.086,0.009000000000000001,6.1960000000000015,0.015
1161,CD-29 5159,118.92704170000002,-29.56488333,10.71,B0Ve,Em*,"Gaia, Swift, WISE, 2MASS",unconfirmed,no mentions,0.107,20.37,0.8601059999999999,0.2854,0.0139,1993020.0,1993020.0,1035.41,9.938587,9.938587,0.0028120000000000003,3.925,2.892,0.015,-2.654,0.011,3356.76245,3289.37744,,,,,,,,,,,,,48196.0,0.077,0.00153,-0.00153,0.773,0.315,0.00303,-0.000314,0.0254,0.0008900000000000002,-0.0008900000000000002,0.0486,0.00121,-0.00121,0.00E+00,5.14e-12,7.23e-12,1.22E+00,1.63E-01,-1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,07554248-2933535,9.694,9.516,9.309,0.022,0.024,0.021,J075542.49-293353.5,8.126,0.014,7.832999999999998,0.009000000000000001,8.052999999999999,0.02
1168,V374 Car,119.710625,-60.82446111,5.81,B2IVnpe,Em*,"Gaia, Chandra, XMM, Swift, WISE, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/2000AJ....119.2296G/abstract,0.5,302.6,-0.10078,2.4707,0.0528,89708100.0,89708100.0,65007.6,5.805288,5.805288,0.002865,12.155,11.226,0.063,-4.6610000000000005,0.077,405.915894,402.334747,,,,,,1.6800000000000002e-13,,,,13.63,19.234,J075850.5-604927,19156.0,0.00158,0.000208,-0.000208,-0.433,-0.105,0.000759,-0.000169,0.00034,8.44e-05,-8.44e-05,0.000248,8.51e-05,-8.51e-05,0.00E+00,2.66e-14,3.11e-12,"          ","           ","           ",J075850.5-604928,7.28442e-15,3.81616e-16,2.52138e-14,6.15721e-16,3.77507e-14,7.578239999999999e-16,4.47815e-14,1.3928699999999999e-15,7.11742e-14,4.6269399999999994e-15,1.88804e-13,4.97905e-15,1.11792e-13,1.5540599999999999e-15,0.620428,0.0170099,0.19198800000000002,0.014654599999999999,-0.374043," 1.53079e-02",-0.415911,0.0277259,07585054-6049279,5.558,5.495,5.359,0.023,0.023,0.018000000000000002,J075850.54-604927.5,6.8,0.026,5.891,0.011,4.782,0.015
1270,QR Vel,140.49341669999998,-51.17650556,10.1,B2Vne,Em*,"Gaia, Swift, WISE, 2MASS",unconfirmed,no mentions,0.153,24.22,0.542096,0.4966,0.0186,1803600.0,1803600.0,5178.12,10.047013,10.047013,0.0041600000000000005,5.414,2.6910000000000003,0.024,-4.698,0.022,1943.77368,1956.21985,,,,,,,,,,,,,183048.0,0.00639,0.00229,-0.00229,-0.413,0.637,0.00181,-0.00122,0.000588,0.000711,-0.000588,0.00373,0.0017,-0.0017,3.35E-01,3.85e-13,5.93e-13,"          ","           ","           ",,,,,,,,,,,,,,,,,,,,,,,,09215842-5110353,9.054,8.859,8.609,0.03,0.055,0.021,J092158.42-511035.3,8.491,0.012,8.195,0.008,7.34,0.017
1330,HD 90563,156.4685833,-58.78531389,9.86,B2Ve,Em*,"Gaia, XMM, WISE, 2MASS",unconfirmed,no mentions,0.099,11.86,0.761023,0.3977,0.0129,1919150.0,1919150.0,1651.95,9.979592,9.979592,0.0029100000000000003,7.854,3.173,0.014,-7.184,0.014,2458.85352,2405.03931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J102552.5-584706,1.63638e-16,8.60116e-16,1.44591e-16,7.198860000000001e-16,1.02619e-14,2.7448e-15,3.616e-14,7.59441e-15,1.3507300000000001e-13,4.28177e-14,1.83725e-13,4.36804e-14,3.79843e-14,6.01539e-15,-0.077793,0.728336,0.9755950000000001,0.10008099999999999," 0.104557"," 1.49683e-01"," 0.019541",0.179316,10255244-5847072,8.827,8.57,8.193999999999999,0.029,0.029,0.021,J102552.44-584707.0,7.723,0.014,7.33,0.008,6.401,0.018000000000000002
