BeSS #,Name,RA,Dec,Vmag,SpecType,Simbad classification,Catalog memberships,Literature classification,Reference,epsi,sepsi,BP-RP,Parallax,Parallax_err,Gflux,Gflux_corrected,Gflux_err,Gmag,Gmag_corrected,Gmag_err,PM,PM_dec,pmdec_error,PM_RA,PM_RA_err,rgeo,rpgeo,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,HRhm,HRhs,HRms,NHGal,S_N,2CXO,2SXPS,CR0,E_CR0,e_CR0,SwiftHR1,SwiftHR2,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,FPU0,Gam1,E_Gam1,e_Gam1,4XMM,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,2MASS,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,WISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag
1373,HD 303296,160.6043333,-59.15680278,9.5,B1Ve,*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,no mentions,0.344,130.1,0.095192,0.5331,0.0354,2825530.0,2825530.0,1586.27,9.559617,9.559617,0.002822,7.984,2.875,0.036000000000000004,-7.447999999999999,0.041,1912.49695,1784.50671,1.6199999999999999e-15,0.0,5.24e-16,2.1e-15,0.0,,-0.99938,-0.99938,-0.65709,132.56,2.7430000000000003,J104224.9-590924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10422504-5909244,9.406,9.445,9.487,0.022,0.023,0.025,J104225.02-590924.5,9.508,0.014,9.58,0.008,8.958,
1375,HD 93190,161.08175,-59.28300556,8.65,O9.5e,Em*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,no mentions,0.141,17.87,0.645181,0.4141,0.0179,8364240.0,8364240.0,3424.39,8.381300999999999,8.381300999999999,0.002791,6.915,2.624,0.017,-6.398,0.02,2395.84302,2390.75171,1.86e-14,1.02e-14,4.11e-15,4.53e-15,0.0,,-0.09119,-0.396,-0.3148,132.55,9.038,J104419.6-591658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10441961-5916590,7.54,7.359,7.0379999999999985,0.02,0.038,0.02,J104419.60-591658.7,,,,,5.631,0.023
1379,HD 305560,161.61854169999995,-60.5641,9.82,Oe,*,"Gaia, Swift, WISE, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/2014GCN.16874....1D/abstract,0.08800000000000001,8.11,0.640824,0.1706,0.0127,2717040.0,2717040.0,1584.62,9.602126,9.602126,0.002827,5.478,1.164,0.014,-5.353,0.014,5569.66113,5597.95801,,,,,,,,,,,,,175558.0,3.74,0.0681,-0.0681,0.906,0.7709999999999999,0.0186,-0.00464,0.435,0.0228,-0.0228,3.37,0.062,-0.062,0.00E+00,4.73e-10,5.32e-10,"          ","           ","           ",,,,,,,,,,,,,,,,,,,,,,,,10462846-6033508,8.667,8.513,8.42,0.024,0.033,0.023,J104628.45-603350.8,8.298,0.011,8.253,0.008,8.134,0.026
1389,HD 93843,162.1574167,-60.22374167,7.33,O6IIIe,V*,"Gaia, Chandra, Swift, WISE, 2MASS",Normal O star,https://ui.adsabs.harvard.edu/abs/1998MNRAS.301..926P/abstract,0.265,54.37,0.005672,0.4157,0.0264,23186500.0,23186500.0,12863.0,7.274278999999999,7.274278999999999,0.00282,6.222,1.8,0.027000000000000003,-5.956,0.031,2365.56592,2320.53003,1.16e-13,8.57e-15,1.78e-14,8.84e-14,6.71e-14,,-0.6346,-0.92567,-0.70581,149.49,26.63,J104837.7-601325,190700.0,0.0904,0.0293,-0.0293,-0.589,-0.257,0.0696,-0.025,0.0143,0.0122,-0.0122,0.006509999999999999,0.00893,-0.006509999999999999,3.05E-02,5.730000000000001e-12,9.12e-12,"          ","           ","           ",,,,,,,,,,,,,,,,,,,,,,,,10483776-6013255,7.226,7.267,7.234,0.029,0.047,0.029,J104837.76-601325.5,7.28,0.014,7.252000000000002,0.008,6.994,0.026
1411,HD 305891,165.6249583,-60.81551667,10.37,B3Ve,Em*,"Gaia, XMM, WISE, 2MASS",unconfirmed,no mentions,0.14400000000000002,20.18,0.105825,0.4127,0.0175,1554620.0,1554620.0,1116.88,10.208307,10.208307,0.002864,6.345,1.784,0.018000000000000002,-6.089,0.019,2378.36938,2385.73169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J110230.0-604854,9.01355e-16,5.31503e-16,6.47325e-15,1.03285e-15,1.24774e-14,1.40442e-15,9.36028e-15,1.8244599999999997e-15,2.5382100000000003e-15,4.14705e-15,3.1737599999999996e-14,5.1112499999999996e-15,5.39153e-14,3.09131e-15,0.789462,0.10231900000000001,0.410426,0.08023680000000001,-0.537991," 8.00044e-02",-0.802191,0.164749,11023001-6048558,9.915,9.87,9.859,0.033,0.035,0.027000000000000003,J110230.02-604855.7,9.748091748570172,,9.773640686425438,,9.432,0.28600000000000003
1448,2E 1118.7-6138,170.2384167,-61.91674722,12.12,O9.5IVe,HMXB,"Gaia, Chandra, Swift, WISE, 2MASS",unconfirmed,no mentions,0.07,6.38,1.511032,0.3293,0.0115,435714.0,435714.0,231.014,11.589363,11.589363,0.002815,5.591,1.37,0.012,-5.421,0.012,2899.67139,2883.57764,2.92e-12,2.61e-12,3.07e-13,4.56e-14,8.380000000000001e-16,,0.50593,0.8494700000000001,0.60087,140.82,53.325,J112057.1-615500,22389.0,0.517,0.00268,-0.00268,0.858,0.688,0.00611,-0.000312,0.0822,0.00109,-0.00109,0.446,0.00247,-0.00247,0.00E+00,4.21e-11,5.6e-11,3.50E-01,4.10E+00,-1.24E-01,,,,,,,,,,,,,,,,,,,,,,,,11205717-6155002,9.563,9.071,8.587,0.024,0.023,0.019,J112057.17-615500.2,7.747000000000001,0.008,7.599,0.006999999999999999,6.8039999999999985,0.019
1451,HD 99146,170.9707083,-59.30481111,8.18,B3Ve,Em*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,no mentions,7.294,30010.0,0.4319560000000001,-1.6586,0.7704,11422900.0,11422900.0,24828.5,8.042924000000001,8.042924000000001,0.003628,6.033,1.538,0.667,-5.832999999999998,0.7490000000000001,6099.83691,5502.06836,3.5299999999999998e-15,0.0,0.0,3.55e-15,,,-0.01124,-0.99938,-0.99938,61.8,6.684,J112352.9-591817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11235296-5918171,7.398,7.314,7.034,0.023,0.046,0.027000000000000003,J112352.98-591817.3,6.897,0.015,6.553,0.009000000000000001,5.854,0.009000000000000001
1456,HD 100199,172.7787917,-62.94692778,8.17,B0.5IIIne,HMXB,"Gaia, Chandra, Swift, WISE, 2MASS",Be/XRB,https://ui.adsabs.harvard.edu/abs/2007A%26A...461..631N/abstract,0.468,135.9,0.038932,0.5732,0.0467,10573600.0,10573600.0,8404.33,8.126811,8.126811,0.002887,6.25,1.3730000000000002,0.048,-6.098,0.048,1731.27478,1536.59802,2.66e-12,2.56e-12,1.39e-13,1.29e-14,0.0,,0.67208,0.93067,0.68582,163.48,20.855,J113106.9-625648,53462.0,0.365,0.00335,-0.00335,0.623,0.532,0.0186,-0.000796,0.0808,0.00161,-0.00161,0.262,0.00284,-0.00284,0.00E+00,3.11e-11,3.33e-11,3.81E-01,3.43E-02,-3.62E-02,,,,,,,,,,,,,,,,,,,,,,,,11310691-6256489,8.048,8.067,8.009,0.023,0.031,0.029,J113106.91-625649.0,7.89,0.009000000000000001,7.87,0.008,7.625,0.044
1492,V801 Cen,177.0000833,-62.20691389,8.94,B1Vne,Em*,"Gaia, Chandra, WISE, 2MASS",Be/Xray binary,https://ui.adsabs.harvard.edu/abs/2006AAS...20915107I/abstract,0.114,10.14,0.528291,0.4754,0.0174,6514390.0,6514390.0,9233.37,8.652682,8.652682,0.003156,6.428,1.598,0.018000000000000002,-6.226,0.017,2063.11938,2049.01001,8.49e-12,7.32e-12,8.57e-13,4.120000000000001e-13,5.73e-14,,0.46471,0.56715,0.13865999999999998,152.11,107.437,J114800.0-621224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11480002-6212249,8.677,8.577,8.402999999999999,0.026,0.057,0.029,J114800.00-621224.9,inf,,7.099616810998484,,7.784,0.024
1509,V863 Cen,182.02175,-50.66126944,4.448,B6IIIe,Em*,"Gaia, XMM, WISE, 2MASS",B (not Be) star,https://ui.adsabs.harvard.edu/abs/2001A%26A...366..121B/abstract,1.426,4540.0,-0.212193,9.1857,0.1923,328088000.0,328088000.0,298041.0,4.397392,4.397392,0.002927,34.574,-11.55,0.138,-32.587,0.132,108.944145,108.757874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J120805.2-503940,1.9215900000000002e-14,2.16953e-15,5.133680000000001e-14,3.10562e-15,2.11273e-14,2.05574e-15,7.29721e-15,2.14571e-15,3.04768e-16,2.3747699999999997e-15,1.0094e-13,5.8173900000000004e-15,1.05173e-13,5.41571e-15,0.5402779999999999,0.0449045,-0.419072,0.0463204,-0.772441," 6.18982e-02",-0.967697,0.174988,12080523-5039406,5.125,4.949,4.871,0.262,0.076,0.026,J120805.16-503940.9,6.084,0.042,5.599,0.025,4.995,0.014
1510,del Cen,182.0895833,-50.72242778,2.5610000000000004,B2Vne,Em*,"Gaia, XMM, WISE, 2MASS",Be binary,https://ui.adsabs.harvard.edu/abs/2008A%26A...488L..67M/abstract,2.75,10100.0,0.252445,5.7179,0.6516,1869150000.0,1869150000.0,9396390.0,2.508257,2.508257,0.006114,44.044,-11.135,0.482,-42.613,0.413,187.458588,182.851196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J120821.5-504320,1.9606e-14,2.48679e-15,5.68427e-14,3.66793e-15,1.27123e-14,1.81521e-15,1.80227e-15,1.34389e-15,5.08831e-15,6.625749999999999e-15,9.904830000000001e-14,8.64047e-15,9.718580000000001e-14,5.78559e-15,0.579654,0.0472972,-0.6369779999999999,0.046586800000000005,-0.891797," 7.25787e-02",-0.254758,0.42774399999999996,12082152-5043208,2.7880000000000003,2.809,2.668,0.298,0.244,0.244,J120821.47-504320.5,2.3532897629124316,,1.5145627374077506,,1.023,0.006
1537,BZ Cru,190.7094583,-63.058625,5.316,B0.5IVpe,Em*,"Gaia, XMM, WISE, 2MASS",gamma Cas type variable,https://ui.adsabs.harvard.edu/abs/2007A%26A...474..983L/abstract,0.6629999999999999,549.3,0.5243180000000001,2.2826,0.0765,166038000.0,166038000.0,183918.0,5.13685,5.13685,0.003006,13.373,-3.677,0.07400000000000001,-12.857,0.07,439.173645,443.522156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J124250.3-630330,1.2456300000000002e-13,1.3173e-15,7.819840000000001e-13,2.8729e-15,2.6171700000000002e-12,5.2686e-15,5.7867400000000004e-12,1.2808100000000002e-14,1.01546e-11,3.8081300000000006e-14,1.84274e-11,4.1107499999999997e-14,7.81607e-12,1.05645e-14,0.779334,0.0021774,0.586491,0.00135143,-0.045437," 1.37152e-03",-0.221387,0.00171366,12425028-6303310,4.655,4.339,4.038,0.22,0.208,0.31,J124250.26-630331.0,3.6995348982882565,,2.84531459338735,,2.27,0.01
1563,CPD-63 2495,195.6985833,-63.83574167,10.08,B2e,HMXB,"Gaia, Chandra, XMM, Swift, WISE, 2MASS",Be/Xray pulsar,https://ui.adsabs.harvard.edu/abs/2010atnf.prop.3502M/abstract,0.067,4.899,1.24093,0.4434,0.0133,2641270.0,2641270.0,901.366,9.632835,9.632835,0.00278,7.101,-0.342,0.014,-7.093,0.012,2170.5105,2167.04053,9.78e-13,7.08e-13,1.84e-13,1e-13,1.02e-13,,0.14866,0.21736,0.07121,168.03,131.14600000000002,J130247.6-635008,16098.0,0.326,0.00187,-0.00187,0.728,0.183,0.0197,-0.000471,0.124,0.00115,-0.00115,0.182,0.00141,-0.00141,0.00E+00,1.99e-11,2.59e-11,1.49E+00,2.69E-02,-2.69E-02,J130247.6-635008,3.09203e-14,4.95789e-16,2.71769e-13,1.45129e-15,9.11057e-13,2.68468e-15,1.74385e-12,6.35951e-15,3.57256e-12,1.8867e-14,6.5108e-12,2.01977e-14,2.83142e-12,5.50627e-15,0.80506,0.00209942,0.6448,0.00118653,-0.069618," 1.24446e-03",-0.392271,0.00142151,13024765-6350085,8.026,7.699,7.247999999999998,0.027000000000000003,0.055,0.02,J130247.67-635008.5,6.783,0.016,6.439,0.008,5.6370000000000005,0.015
1591,HD 117357,202.8145417,-61.73261667,9.14,O9.5Ve,V*,"Gaia, XMM, WISE, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/2007AN....328.1133H/abstract,0.11,15.03,0.318892,0.4427,0.0161,4605480.0,4605480.0,1950.1,9.029179,9.029179,0.002793,6.093,-2.7710000000000004,0.016,-5.426,0.012,2210.941410000001,2190.20679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J133115.4-614357,5.18245e-16,3.3286699999999997e-16,3.46991e-15,7.6854e-16,0.0,4.20181e-16,2.5659099999999996e-16,1.16602e-15,5.79757e-15,9.35304e-15,1.1030500000000001e-14,9.60198e-15,5.67316e-15,1.53971e-15,0.739566,0.142126,-1.0,0.223636," 1.000000"," 1.32896e+01"," 0.884712",0.44277799999999995,13311549-6143573,8.601,8.577,8.537,0.026,0.044,0.023,J133115.47-614357.5,8.158999999999999,0.009000000000000001,8.411,0.006999999999999999,7.785,0.03
1601,HD 119682,206.6357083,-62.92336944,7.907999999999999,B0Ve,Em*,"Gaia, Chandra, XMM, Swift, WISE, 2MASS",gamma Cas type,https://ui.adsabs.harvard.edu/abs/2013ApJ...765...13T/abstract,0.255,69.64,0.084483,0.6055,0.0286,7374170.0,7374170.0,39085.6,8.518085000000001,8.518085000000001,0.006379999999999999,5.259,-2.261,0.023,-4.749,0.022,1597.0271,1582.36389,9.1e-13,6.890000000000001e-13,1.35e-13,9.49e-14,1.9e-14,,0.27108000000000004,0.22986,-0.04372,193.4,33.242,J134632.5-625523,194719.0,0.0626,0.0101,-0.0101,0.557,-0.221,0.00707,-0.00314,0.0303,0.00675,-0.00675,0.019,0.00539,-0.00539,1.90E-02,2.36e-12,5.35e-12,2.38E+00,6.76E-01,-4.47E-01,J134632.5-625524,1.81149e-14,7.26593e-16,1.0468900000000001e-13,1.6090099999999999e-15,2.5570300000000003e-13,2.58433e-15,4.57634e-13,5.7487400000000004e-15,7.86445e-13,1.69788e-14,1.57766e-12,1.83276e-14,7.37627e-13,5.18239e-15,0.737911,0.00959058,0.404723,0.00740658,-0.212558," 7.43205e-03",-0.329525,0.0102065,13463256-6255241,7.35,7.184,6.95,0.027000000000000003,0.033,0.023,J134632.56-625524.1,inf,,7.071283562557952,,5.69,0.022
1608,HD 120526,208.0722083,-66.40439167,8.8,B9IIIne,Em*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,no mentions,0.126,16.45,0.283073,0.9881,0.0176,5880600.0,5880600.0,1427.24,8.763813,8.763813,0.002768,5.365,-2.9810000000000003,0.02,-4.461,0.013,997.401123,985.207581,7.61e-16,,3.75e-16,5.61e-16,,,-0.99938,-0.99938,-0.42099,49.46,2.111,J135217.3-662415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13521733-6624159,8.323,8.318999999999999,8.214,0.02,0.055,0.033,J135217.32-662415.9,8.17,0.013,8.09,0.008,7.629,0.019
1611,V767 Cen,208.4885,-47.12816389,5.83,B2Ve,Em*,"Gaia, XMM, WISE, 2MASS",Be star,http://articles.adsabs.harvard.edu/pdf/2004IAUS..215..224F,0.585,437.0,-0.130859,1.4567,0.0932,67754400.0,67754400.0,375181.0,6.110023,6.110023,0.006613,8.782,-4.225,0.1,-7.699,0.085,677.693542,679.7157589999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J135357.1-470741,1.42846e-13,5.5580500000000005e-15,4.08231e-13,8.23529e-15,6.34313e-13,1.0199899999999999e-14,1.04595e-12,2.1422400000000002e-14,1.51162e-12,5.21779e-14,3.74693e-12,5.84637e-14,2.02779e-12,2.1699700000000002e-14,0.5655220000000001,0.014853100000000001,0.220793,0.012215700000000001,-0.224949," 1.23515e-02",-0.457467,0.0158125,13535723-4707413,5.876,5.811,5.617000000000001,0.02,0.021,0.021,J135357.29-470741.3,6.754,0.024,6.25,0.012,5.69,0.016
1703,V1040 Sco,238.48275,-23.97809722,5.4,B2Ve,Em*,"Gaia, Chandra, WISE, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/2011IAUS..272..190G/abstract,0.466,382.7,-0.004181,6.9899,0.0739,135117000.0,135117000.0,121312.0,5.360591,5.360591,0.0029230000000000003,27.587,-24.111,0.064,-13.406,0.083,142.413254,142.146149,,,8.06e-14,9.81e-14,1.3999999999999999e-14,,0.13616,-0.14115999999999998,-0.27108000000000004,11.86,33.128,J155355.8-235841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15535586-2358410,5.437,5.417999999999998,5.365,0.03,0.044,0.023,J155355.85-235841.4,5.536358637304512,,5.045857736493559,,4.978,0.023
1709,48 Lib,239.547375,-14.27935833,4.9430000000000005,B8IIe,Em*,"Gaia, XMM, WISE, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/1943ApJ....98...98S/abstract,0.7020000000000001,760.2,-0.015045,7.154,0.1218,238794000.0,238794000.0,763946.0,4.74231,4.74231,0.004434,21.363000000000003,-16.271,0.096,-13.843,0.136,138.94984399999998,138.995316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J155811.3-141645,6.37015e-16,1.48273e-16,4.0297900000000002e-16,1.33191e-16,1.68074e-16,1.1892e-16,1.39647e-16,2.9418900000000004e-16,6.3121600000000004e-15,1.85395e-15,1.75517e-13,2.68599e-15,3.8474400000000004e-16,1.7484e-16,-0.784253,0.00204645,-0.9529780000000001,0.00261724,-0.983895," 1.06581e-02"," 0.783485",0.118398,15581136-1416454,5.098,4.829,4.591,0.21600000000000005,0.08,0.02,J155811.36-141645.9,4.511946494061657,,3.787830973333186,,3.292,0.013
1758,zet Oph,249.28975,-10.56709167,2.5780000000000003,O9Ve,Em*,"Gaia, Chandra, WISE, 2MASS",Oe star,https://ui.adsabs.harvard.edu/abs/2011AN....332..147H/abstract,2.01,4749.0,0.441863,7.4088,0.6596,1787760000.0,1787760000.0,9228260.0,2.556596,2.556596,0.0062450000000000006,26.864,24.742,0.605,10.465,0.653,138.570892,135.460022,2.42e-12,,3.9899999999999986e-13,1.49e-12,4.410000000000001e-12,,,,,13.28,113.065,J163709.5-103401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16370954-1034014,2.533,2.667,2.684,0.29600000000000004,0.212,0.272,J163709.56-103401.5,2.7781574737677595,,2.247773256192204,,2.784,0.014
1790,HD 153295,255.1052083,-42.31674722,9.05,B2e,HMXB,"Gaia, Chandra, Swift, WISE, 2MASS",Possible HMXB?,https://ui.adsabs.harvard.edu/abs/2007A%26A...461..631N/abstract,0.109,12.89,1.003162,0.6405,0.0229,6195610.0,6195610.0,6627.25,8.707157,8.707157,0.00299,1.885,-1.47,0.023,1.181,0.03,1496.2207,1496.4989,0.0,0.0,0.0,0.0,,,,,,191.41,2.632,J170025.2-421900,116761.0,0.00272,0.000848,-0.000848,0.355,0.026,0.000437,-0.000356,0.00109,0.0004730000000000001,-0.0004730000000000001,0.000952,0.000563,-0.000563,9.61E-01,1.4400000000000002e-13,1.6e-13,1.42E+00,7.21E-01,-5.85E-01,,,,,,,,,,,,,,,,,,,,,,,,17002524-4219003,7.445,7.093,6.729,0.027000000000000003,0.036000000000000004,0.016,J170025.25-421859.8,6.879,0.029,5.956,0.012,5.077,0.026
1812,V1075 Sco,258.83020830000004,-33.54841944,5.612,O8Ve,Em*,"Gaia, XMM, WISE, 2MASS",Oe star,https://ui.adsabs.harvard.edu/abs/2010A%26A...510A..59N/abstract,0.462,226.0,-0.039603,0.9543,0.0872,101790000.0,101790000.0,89923.9,5.6681,5.6681,0.0029170000000000003,3.802,-3.415,0.07200000000000001,1.67,0.097,1030.18945,1036.87476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J171519.2-333254,1.3579200000000001e-13,2.59605e-15,3.93196e-13,3.88785e-15,6.857739999999999e-14,1.7104900000000001e-15,4.4934800000000006e-15,9.3766e-16,8.443530000000001e-16,1.51022e-15,6.02871e-13,5.48789e-15,5.65453e-13,5.76089e-15,0.569894,0.00726353,-0.719255,0.00655043,-0.951039," 1.00013e-02",-0.923834,0.116639,17151924-3332543,5.655,5.683,5.591,0.021,0.027000000000000003,0.018000000000000002,J171519.26-333253.9,5.541,0.046,5.347,0.018000000000000002,5.174,0.015
1827,gam Ara,261.34858330000003,-56.377725,3.312,B1IIe,Em*,"Gaia, XMM, WISE, 2MASS",B supergiant,https://ui.adsabs.harvard.edu/abs/1997A%26A...318..157P/abstract,2.013,6391.0,-0.069589,3.9387,0.4422,897576000.0,897576000.0,1876080.0,3.304689,3.304689,0.0035700000000000007,13.139,-12.640999999999998,0.32299999999999995,-3.583,0.253,259.563477,267.377106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J172523.7-562239,1.0691199999999999e-13,2.73732e-15,3.53864e-13,4.36559e-15,1.5286199999999999e-13,2.8934999999999998e-15,4.06173e-14,2.58322e-15,5.15277e-15,2.9439900000000003e-15,6.59326e-13,7.2067e-15,7.38591e-13,7.542010000000001e-15,0.613503,0.00886848,-0.41348,0.0093485,-0.815782," 1.10809e-02",-0.914770,0.0375582,17252367-5622404,3.568,3.5610000000000004,3.794,0.238,0.21600000000000005,0.036000000000000004,J172523.67-562239.8,3.8724692429761918,,3.341841038585007,,3.782,0.015
1829,V750 Ara,261.978375,-47.02622222,6.652,B2Vne,Em*,"Gaia, XMM, Swift, WISE, 2MASS",Be star,https://ui.adsabs.harvard.edu/abs/2011ApJ...731L...6L/abstract,0.28300000000000003,68.13,0.15191300000000002,0.9867,0.0518,44620600.0,44620600.0,70634.0,6.563528,6.563528,0.003247,1.877,-1.625,0.038,-0.938,0.053,987.961792,971.960754,,,,,,,,,,,,,86038.0,0.0761,0.00305,-0.00305,-0.118,0.213,0.0198,-0.00141,0.0164,0.0013,-0.0013,0.0267,0.00168,-0.00168,1.65E-04,3.4700000000000008e-12,3.48e-12,"          ","           ","           ",J172754.7-470133,2.81285e-14,1.8111899999999998e-15,1.61278e-13,4.161910000000001e-15,4.64879e-13,7.354439999999999e-15,9.150209999999998e-13,1.7540099999999998e-14,2.44589e-12,7.738680000000001e-14,4.0038e-12,7.992430000000001e-14,1.31706e-12,1.45858e-14,0.706839,0.017415700000000003,0.445018,0.0121234,-0.180608," 1.19997e-02",-0.194018,0.017706299999999998,17275481-4701343,6.311,6.233,5.965,0.02,0.034,0.021,J172754.78-470133.8,5.706,0.034,5.63,0.026,4.6389999999999985,0.015
1838,Cl* NGC 6383 FJL 24,263.69975,-32.58896944,11.38,B9Ve,*,"Gaia, XMM, WISE, 2MASS",unconfirmed,https://ui.adsabs.harvard.edu/abs/2018A%26A...610A..30A/abstract,0.253,72.46,0.384001,0.7069,0.0388,586584.0,586584.0,476.733,11.266541,11.266541,0.002893,3.077,-1.923,0.031,2.402,0.04,1347.90796,1317.71411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J173448.0-323520,9.765739999999999e-16,4.9316e-16,5.7808e-15,1.04535e-15,6.62671e-15,1.08071e-15,2.3575500000000002e-15,1.35754e-15,1.9456399999999998e-15,2.6764900000000002e-15,1.67491e-14,3.45416e-15,3.95163e-14,3.0250800000000002e-15,0.7604270000000001,0.11263800000000002,0.130359,0.112142,-0.732350," 1.14446e-01",-0.466477,0.397252,17344795-3235202,10.655,10.474,10.402,0.023,0.029,0.035,J173447.89-323520.2,10.14,0.015,10.501,0.013,8.78,0.392
1851,V3892 Sgr,266.19075,-27.22902778,8.69,Oe,Em*,"Gaia, Chandra, XMM, WISE, 2MASS",gamma Cas type,https://ui.adsabs.harvard.edu/abs/2006A%26A...454..265L/abstract,0.087,4.669,0.775984,0.7873,0.0237,9574610.0,9574610.0,14419.6,8.234564,8.234564,0.003204,2.451,-2.296,0.016,-0.857,0.024,1207.56238,1215.50806,9.25e-13,6.97e-13,1.73e-13,7.01e-14,0.0,,0.17489000000000002,0.29232,0.12117,81.3,10.983,J174445.7-271344,,,,,,,,,,,,,,,,,,,,,J174445.6-271344,7.1466e-15,4.99948e-16,6.64364e-14,1.42627e-15,2.17762e-13,2.7375299999999997e-15,4.69717e-13,6.905960000000001e-15,7.83247e-13,1.83568e-14,1.53885e-12,1.98996e-14,6.258909999999999e-13,5.47558e-15,0.797074,0.0128112,0.500925,0.00915361,-0.140665," 9.26467e-03",-0.409862,0.011238799999999998,17444577-2713444,7.0539999999999985,6.843,6.5070000000000014,0.018000000000000002,0.038,0.023,J174445.76-271344.3,,,,,4.965,0.016
1858,HD 316341,267.1480417,-29.95800278,9.06,B0Ve,Em*,"Gaia, Chandra, Swift, WISE, 2MASS",unconfirmed,no mentions,0.066,3.591,0.575024,0.6098,0.0213,2622400.0,2622400.0,3048.25,9.640618,9.640618,0.003031,1.581,-0.986,0.013,1.236,0.02,1554.88647,1502.33765,,,,,,9.81e-14,,,,96.76,5.7010000000000005,J174835.5-295729,175809.0,0.00297,0.00178,-0.00178,0.478,0.535,0.0,0.0,0.00061,0.0008529999999999999,-0.00061,0.00254,0.00153,-0.00153,5.71E-01,1.77e-13,2.7e-13,"          ","           ","           ",,,,,,,,,,,,,,,,,,,,,,,,17483552-2957286,7.596,7.342,6.957000000000002,0.021,0.046,0.023,J174835.53-295728.4,8.561,0.017,8.474,0.013,,
1868,HD 316520,268.0142083,-28.75866944,10.79,B5IVnne,Em*,"Gaia, Chandra, WISE, 2MASS",unconfirmed,no mentions,0.0,0.0,0.544333,0.5076,0.0179,1063650.0,1063650.0,942.89,10.620366,10.620366,0.002919,0.551,-0.478,0.012,-0.275,0.018000000000000002,1852.90283,1869.31995,3.43e-13,3.14e-13,3.29e-14,8.77e-15,0.0,,0.02249,0.35728000000000004,0.31855,84.47,3.1180000000000003,J175203.4-284530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17520339-2845311,9.821,9.65,9.415,,,0.03,J175203.38-284530.7,9.14,0.014,8.978,0.009000000000000001,8.234,0.057
