angDist,#,rgeo,rpgeo
0.030267,1732,1526.09070000,1556.98145000
0.415555,1733,137.40846300,137.29538000
0.021319,1734,1459.26526000,1452.63428000
0.091516,1735,876.60180700,865.21014400
0.101958,1736,693.61895800,689.85382100
0.203206,1737,872.94415300,869.70306400
0.148766,1738,823.17211900,818.39550800
0.071588,1739,1044.73767000,1038.66016000
0.118691,1740,4590.00537000,4517.43311000
0.366957,1741,151.81732200,153.00283800
0.062944,1742,1162.23218000,1161.84131000
0.058397,1744,1982.40405000,1883.45398000
0.183711,1745,529.23333700,449.76480100
0.133263,1746,752.62402300,752.27166700
0.086181,1747,1844.46960000,1833.75916000
0.070108,1748,964.76269500,954.65246600
0.463474,1750,1033.20557000,1041.41895000
0.096290,1751,806.45019500,810.68682900
0.237967,1752,619.11523400,616.48809800
0.075729,1753,1432.33374000,1445.28381000
0.137463,1754,1061.16858000,1044.78674000
0.100698,1755,1116.23645000,1111.23645000
0.028721,1756,1186.14282000,1180.24817000
0.113631,1757,1436.13037000,1441.42981000
0.448871,1758,138.57089200,135.46002200
0.111267,1759,806.42834500,796.01953100
0.060433,1760,924.68481400,921.41589400
0.036755,1761,1235.48486000,1216.61951000
0.089616,1762,1167.81384000,1162.18567000
0.150333,1763,376.39132700,375.03112800
0.304133,1764,228.04504400,228.38217200
0.005872,1766,1143.28760000,1122.95386000
0.028787,1767,1158.30481000,1140.75061000
0.103815,1768,2515.92456000,2529.99194000
0.054166,1769,1408.85046000,1376.35950000
0.084765,1770,677.63061500,680.90942400
0.090991,1771,812.92041000,803.89587400
0.094326,1772,1203.01270000,1122.44141000
0.119334,1773,1858.18884000,1734.27026000
0.057108,1774,1417.00049000,1363.69019000
0.091468,1775,957.56341600,960.86828600
0.011712,1776,1018.89978000,1020.28375000
0.075017,1778,1084.90796000,1061.75012000
0.130839,1779,1675.83142000,1658.97058000
0.042461,1780,953.06420900,948.82128900
0.110172,1781,1043.02307000,1037.29968000
0.043494,1782,1265.00146000,1252.13831000
0.007358,1783,1260.14758000,1269.88416000
0.196655,1784,299.65869100,297.50262500
0.177956,1785,790.92382800,792.46740700
0.113057,1786,550.57769800,548.01733400
0.044018,1787,1552.01550000,1521.14014000
0.046055,1788,944.94970700,955.06750500
0.091475,1789,1025.47510000,1030.43774000
0.054161,1790,1496.22070000,1496.49890000
0.051934,1791,1094.66272000,1098.06213000
0.155409,1792,615.29705800,616.62225300
0.152211,1793,585.98065200,587.16577100
0.106123,1794,1158.56458000,1160.30469000
0.219628,1795,738.39086900,738.08947800
0.401694,1796,1059.43188000,1072.85522000
0.103359,1797,1401.33264000,1378.92969000
0.063625,1798,459.36587500,459.20529200
0.092383,1799,697.92981000,697.27270500
0.037623,1800,1059.67139000,1055.96521000
0.042286,1801,787.36425800,785.79394500
0.041684,1802,998.55828900,1039.21851000
0.090917,1803,1073.66895000,1076.32007000
0.051120,1804,1058.68250000,1056.90552000
0.137409,1805,663.44842500,663.49224900
0.106655,1806,1580.94202000,1577.04749000
0.068246,1807,1179.78577000,1183.48975000
0.102257,1808,747.97711200,742.91650400
0.001106,1809,1092.88501000,1093.33105000
0.224769,1810,4469.95166000,4457.14258000
0.070659,1811,869.33239700,868.72235100
0.044022,1812,1030.18945000,1036.87476000
0.041737,1813,1030.60425000,1046.56934000
0.062204,1814,398.38793900,398.13687100
0.023348,1815,925.08093300,912.03887900
0.092936,1816,1166.20361000,1177.28259000
0.119940,1817,376.10372900,375.00427200
0.075066,1818,1175.53064000,1180.45227000
0.030763,1819,748.73858600,741.44476300
0.198001,1820,489.26059000,426.67932100
0.043259,1821,658.66033900,659.42425500
0.079112,1822,1082.07153000,1087.00537000
0.049826,1823,1501.12927000,1513.63416000
0.065688,1824,865.81561300,866.87860100
0.087227,1825,822.33105500,824.08990500
0.310905,1826,278.95581100,279.12591600
0.227977,1827,259.56347700,267.37710600
0.143149,1828,655.35107400,655.07720900
0.023081,1829,987.96179200,971.96075400
0.081894,1830,895.57690400,893.40460200
0.064857,1831,425.03701800,426.95422400
0.420176,1832,125.26214600,125.63163800
0.186408,1834,232.87725800,233.22401400
0.044525,1836,1569.15662000,1558.03052000
0.040148,1838,1347.90796000,1317.71411000
0.057230,1839,1147.43689000,1156.19446000
0.151657,1840,1067.41687000,1033.72961000
0.024920,1841,1248.16064000,1255.77612000
0.107815,1842,1066.20276000,1062.39758000
0.089042,1844,533.05468800,530.71643100
0.100304,1845,441.45745800,441.73056000
0.062026,1846,623.88195800,627.28515600
0.042011,1847,1332.09668000,1336.74377000
0.090252,1848,651.77227800,650.20849600
0.171028,1849,496.80661000,496.21328700
0.173293,1850,343.01464800,342.46963500
0.205527,1851,1207.56238000,1215.50806000
0.141026,1852,1466.23389000,1446.85291000
0.162365,1853,451.49078400,450.73486300
0.112292,1854,958.10113500,953.33123800
0.146515,1855,730.50213600,726.08184800
0.095990,1856,2905.24170000,2980.28906000
0.103678,1857,432.08044400,432.19415300
0.056748,1858,1554.88647000,1502.33765000
0.029056,1859,581.20269800,580.75543200
0.016337,1860,1071.18738000,1073.06433000
0.047039,1861,694.68719500,694.34570300
0.083943,1862,1279.56641000,1258.00684000
0.057503,1863,296.98483300,297.99359100
0.202923,1864,314.62005600,314.64920000
0.250606,1865,433.21398900,439.73468000
0.166472,1866,1345.97461000,1331.11182000
0.097321,1867,2794.18677000,2463.64136000
0.208529,1868,1852.90283000,1869.31995000
0.042575,1869,1662.10107000,1639.88672000
0.120608,1870,882.68273900,874.26910400
0.085445,1871,1507.12109000,1506.74182000
0.019737,1872,1499.37683000,1508.08472000
0.043638,1873,1847.61096000,1728.05603000
0.073010,1874,620.66009500,618.12707500
0.059008,1875,1689.91431000,1680.06152000
0.053306,1876,1406.49658000,1429.11255000
0.071896,1877,1941.65430000,1947.64417000
0.037274,1878,1672.56470000,1685.81006000
0.071849,1880,869.24285900,860.89727800
0.250095,1881,330.43072500,331.00027500
0.105485,1882,595.54284700,588.77868700
0.112062,1883,206.54707300,203.05426000
0.029881,1884,412.44027700,410.73190300
0.093136,1885,396.99572800,398.49935900
0.242588,1887,7216.80322000,3625.31812000
0.237666,1888,1102.32922000,1103.09033000
0.033575,1889,1141.28052000,1134.54968000
0.017362,1890,1355.68689000,1324.68579000
0.155463,1891,1275.60181000,1260.44849000
0.422380,1892,1504.85010000,1501.83240000
0.066764,1893,1279.75781000,1266.00525000
0.122236,1894,1192.57007000,1180.37439000
0.140505,1895,1196.55005000,1182.77051000
0.140200,1896,1184.59119000,1182.40479000
0.138345,1897,6312.28613000,6353.43799000
0.085808,1898,982.25250200,964.79498300
0.044754,1899,1223.72278000,1217.28076000
0.297547,1901,999.72143600,999.12756300
0.119678,1903,1235.87952000,1229.62805000
0.020592,1904,165.71427900,165.55603000
0.063330,1905,732.60748300,723.35809300
0.090214,1906,1302.75525000,1321.31848000
0.129078,1907,106.73237600,106.66832700
0.050740,1908,1359.57373000,1330.23438000
0.081913,1909,431.52508500,428.63674900
0.140028,1910,538.65637200,537.35638400
0.047705,1911,1148.00415000,1139.76147000
0.055617,1912,2285.70361000,2237.70483000
0.104455,1913,1606.21460000,1611.34583000
0.042317,1914,1752.01733000,1678.14734000
0.057610,1915,905.89032000,892.81134000
0.042531,1916,1970.23865000,1962.14294000
0.019443,1917,1741.41309000,1768.58081000
0.321336,1918,160.05679300,159.67363000
0.034207,1919,1428.04456000,1421.72473000
0.092985,1920,1940.14795000,2000.96851000
0.010719,1921,432.37469500,433.71340900
0.076625,1922,1409.40894000,1414.41187000
0.029480,1923,1490.15601000,1387.63708000
0.112057,1924,1608.96436000,1621.09155000
0.201573,1925,364.09402500,367.74411000
0.149086,1926,1284.02063000,1244.33032000
0.193841,1932,463.40710400,464.47583000
0.104383,1933,1641.06091000,1645.17346000
0.025869,1934,1768.88647000,1750.44568000
0.109870,1935,8276.54297000,9003.34180000
0.159818,1936,641.42974900,641.14721700
0.113646,1937,485.59506200,488.65902700
0.192016,1938,413.39431800,410.05505400
0.334941,1939,180.41635100,180.50614900
0.154716,1940,1352.36426000,1347.05273000
0.065151,1941,1960.45569000,1956.01672000
0.159281,1942,2127.97632000,2111.67334000
0.101302,1943,685.25347900,681.63043200
0.136224,1944,621.60980200,619.69128400
0.042853,1945,1762.66785000,1771.79272000
0.124193,1946,548.38128700,549.39563000
0.034019,1947,1391.19934000,1356.42737000
0.157030,1948,524.54864500,522.19726600
0.176795,1949,300.75677500,300.21316500
0.085882,1950,655.28564500,652.77752700
0.087810,1952,648.32110600,648.06842000
0.022913,1953,1689.83813000,1624.77234000
0.057340,1954,2050.17871000,1956.78528000
0.191349,1955,433.65335100,432.45050000
0.044389,1956,364.03836100,364.94155900
0.135203,1957,248.83415200,250.31697100
0.055614,1958,961.22497600,951.02209500
0.017509,1959,1584.04663000,1581.87280000
0.134437,1960,533.52404800,531.30127000
0.075871,1961,1567.57385000,1562.70740000
0.098925,1962,874.93768300,869.50805700
0.096517,1963,857.33941700,845.30981400
0.050931,1964,1575.79810000,1658.94055000
0.060717,1965,1043.27686000,1035.97522000
0.088480,1966,3601.05444000,3538.32080000
0.157563,1967,1532.11279000,1560.25842000
0.050719,1968,989.91015600,975.45245400
0.036992,1969,1606.49561000,1637.20569000
0.266234,1970,148.02880900,147.75546300
0.280644,1971,283.12960800,283.29858400
0.107258,1972,811.60314900,809.23620600
0.028419,1973,1809.08728000,1901.01453000
0.187713,1974,352.44201700,351.23361200
0.051233,1975,1775.76770000,1761.29297000
0.171185,1976,491.75424200,489.39666700
0.091343,1977,377.53427100,377.17153900
0.052585,1978,429.72827100,428.88586400
0.074122,1979,279.84539800,276.21762100
0.099556,1980,1290.00549000,1286.37195000
0.050912,1981,1657.96252000,1668.32605000
0.119642,1982,2081.82471000,2146.93335000
0.038547,1983,2094.30762000,1929.23938000
0.151168,1984,358.37567100,358.90951500
0.211065,1985,341.36850000,338.45370500
0.067313,1986,905.71020500,909.29950000
0.100628,1987,693.44445800,686.12762500
0.111772,1988,2185.51904000,2252.57764000
0.030845,1989,871.45275900,871.38848900
0.104391,1990,2212.60547000,2141.70605000
0.074347,1991,2438.20947000,2446.66748000
0.216747,1992,309.59530600,309.50634800
0.113347,1993,943.05853300,940.76379400
0.054940,1994,846.07849100,845.86975100
0.063867,1995,766.08361800,763.02917500
0.123931,1996,629.52392600,627.70666500
0.029175,1997,1643.01538000,1751.64771000
0.128638,1998,589.63983200,590.35736100
0.195163,1999,433.89190700,433.86639400
0.120950,2000,629.55706800,628.77661100
0.073021,2001,296.80340600,296.72610500
0.127302,2002,413.88501000,407.82894900
0.039336,2003,780.20684800,774.35192900
0.102045,2004,5772.85059000,4368.85840000
0.122769,2005,5322.06201000,5232.26562000
0.110124,2007,1547.76709000,1511.89612000
0.114609,2008,1074.78650000,1074.99390000
0.059964,2009,1565.89307000,1564.29626000
0.167529,2011,595.66900600,582.17907700
0.081933,2013,1029.97607000,1034.12158000
0.081095,2014,599.70397900,597.06127900
0.095745,2015,514.44946300,515.75738500
0.103423,2016,658.49939000,658.75848400
0.051126,2017,864.30273400,868.41406200
0.122625,2018,1785.79419000,1777.30261000
0.108553,2019,473.70538300,480.60131800
0.134983,2020,527.39929200,527.92657500
0.102222,2021,319.34747300,319.82305900
0.089890,2022,555.61761500,551.16198700
0.248149,2023,276.64547700,277.34362800
0.222573,2024,278.53381300,278.40100100
0.076568,2025,121.65099300,121.26539600
0.039601,2026,1371.33459000,1432.02637000
0.107223,2027,7824.10156000,7831.82959000
0.118836,2028,187.24362200,187.20349100
0.138006,2029,376.98999000,377.33465600
0.056685,2030,505.61828600,497.99313400
0.154497,2031,963.71679700,961.56921400
0.059640,2032,1344.05847000,1351.91760000
0.108859,2033,6448.98730000,5738.96680000
0.063590,2034,724.79522700,724.59912100
0.094794,2035,1359.75635000,1319.04565000
0.083304,2036,2011.53467000,2017.12354000
0.139187,2037,1778.26282000,1781.15454000
0.095661,2038,1882.42993000,1922.78601000
0.065735,2039,637.33551000,638.63232400
0.430820,2040,192.91404700,192.32202100
0.086933,2041,840.50585900,833.09387200
0.189472,2042,457.22433500,454.91317700
0.100814,2044,1369.45996000,1364.73938000
0.207480,2045,2628.11914000,2610.31128000
0.047255,2046,1037.01599000,1027.87720000
0.040695,2047,398.53628500,407.42907700
0.033694,2048,833.20660400,828.21148700
0.098545,2049,4196.21729000,4060.03516000
0.091512,2050,791.88281200,790.48455800
0.093378,2052,522.85339400,526.55426000
0.131583,2053,2176.24487000,2152.62524000
0.106468,2054,1104.08020000,1095.34753000
0.100011,2055,1228.23694000,1228.00134000
0.072039,2058,1723.12500000,1721.77625000
0.107020,2059,1818.37964000,1816.71277000
0.131595,2060,1747.01038000,1741.77649000
0.006024,2061,11183.83400000,9842.59570000
0.063918,2062,1753.08069000,1775.06165000
0.040212,2063,820.52710000,819.54974400
0.207225,2064,254.64746100,254.55532800
0.136371,2065,2069.78735000,2049.04297000
0.051541,2066,1916.11365000,1893.07825000
0.049567,2067,1820.42688000,1829.75684000
0.102336,2069,2178.59082000,2184.26904000
0.177623,2070,308.79614300,311.09423800
0.025875,2071,640.78424100,638.99084500
0.080950,2073,2242.95435000,2286.96265000
0.089392,2074,1897.57849000,1908.91626000
0.181200,2075,2232.61743000,2219.12988000
0.095302,2076,176.84080500,178.41473400
0.138324,2077,2124.80127000,2120.61206000
0.157151,2078,864.49261500,866.09814500
0.198692,2079,1693.99377000,1683.64001000
0.223580,2080,372.39868200,372.57043500
0.043641,2081,361.80194100,361.49255400
0.148475,2082,2442.49976000,2461.52979000
0.095010,2083,1793.60730000,1799.92261000
0.134181,2084,1661.50977000,1644.11829000
0.084990,2085,2498.28223000,2477.32007000
0.051771,2086,1531.33313000,1541.14343000
0.101662,2087,383.95742800,382.15707400
0.213057,2088,1628.44470000,1637.40808000
0.127336,2089,1767.52222000,1764.11255000
0.074843,2090,363.99993900,
0.068909,2091,1750.43970000,1756.15881000
0.111653,2092,1820.00488000,1827.15527000
0.118663,2093,975.78070100,981.05761700
0.124132,2094,244.53732300,244.86026000
0.107220,2095,889.05584700,873.99145500
0.067636,2096,1274.84668000,1270.14648000
0.162471,2097,1731.55139000,1729.19043000
0.061901,2098,2208.66821000,2190.07446000
0.128034,2099,303.61749300,303.40820300
0.160164,2100,1218.27356000,1222.43909000
0.218262,2102,907.94531200,906.11596700
0.151894,2104,1429.26233000,1422.50696000
0.129844,2105,2096.14404000,2095.46338000
0.124301,2106,784.34594700,781.38317900
0.153736,2107,344.69842500,344.41394000
0.076787,2108,772.69104000,753.43859900
0.161352,2110,575.98284900,578.02362100
0.137771,2111,474.19641100,474.73175000
0.069412,2112,501.66400100,502.30441300
0.111398,2113,2005.57312000,2016.25769000
0.164054,2114,2877.13013000,2914.56323000
0.093067,2115,699.30328400,699.70214800
0.177733,2117,237.19621300,239.89125100
0.078465,2118,1082.27698000,1110.77478000
0.015111,2120,415.30456500,413.71814000
0.119220,2121,864.01849400,862.30072000
0.117010,2122,1102.76843000,1085.92981000
0.085893,2123,2497.70142000,2142.65967000
0.189994,2124,1340.37048000,1322.89441000
0.243563,2125,488.13055400,489.62561000
0.174843,2126,322.91925000,323.16595500
0.074315,2127,714.42834500,699.37194800
0.214706,2128,128.09632900,123.79992700
0.066779,2130,2572.76074000,870.67749000
0.035650,2131,439.01049800,438.12924200
0.108482,2132,374.11923200,375.06005900
0.055804,2134,6218.41309000,6208.10205000
0.199205,2135,2536.06494000,2478.87817000
0.077495,2136,2492.17236000,2459.38477000
0.078277,2137,444.80786100,443.15863000
0.144480,2138,417.45864900,419.05499300
0.080356,2139,734.04010000,732.01171900
0.073119,2140,2403.23657000,2385.35449000
0.000603,2141,968.81561300,976.09564200
0.081695,2142,783.83752400,768.56921400
0.187980,2143,198.55880700,196.43638600
0.076386,2144,2044.12573000,2385.42383000
0.136194,2145,399.12371800,396.65045200
0.068199,2146,633.04156500,619.23345900
0.098252,2147,697.28210400,694.24578900
0.125752,2148,903.64587400,895.28314200
0.069047,2149,1205.23633000,1206.05139000
0.131878,2150,1092.88489000,1104.53223000
0.048884,2151,900.66748000,896.51434300
0.079574,2153,1190.04529000,1191.26892000
0.114155,2154,761.47613500,763.10290500
0.110517,2155,650.17211900,653.16613800
0.021768,2156,650.73449700,648.75976600
0.084547,2157,451.81185900,451.90393100
0.177472,2158,1181.16772000,1181.70850000
0.107465,2159,2826.96997000,2816.51392000
0.155350,2160,704.29992700,703.02160600
0.208184,2161,269.17758200,270.56472800
0.475470,2162,7446.63037000,7249.57812000
0.117424,2163,2981.15503000,2938.86865000
0.074117,2164,888.39965800,892.47131300
0.022766,2165,1230.63062000,1231.05933000
0.030396,2166,1656.66260000,1661.86499000
0.170593,2167,381.88458300,380.88940400
0.141843,2168,170.78968800,171.45462000
0.207940,2169,6519.35303000,6387.21875000
0.086372,2170,3494.95068000,3497.77808000
0.034786,2171,697.13366700,693.44427500
0.079951,2173,461.61077900,462.14343300
0.017232,2174,765.54919400,765.87530500
0.067546,2175,963.47747800,964.79693600
0.300606,2176,317.98745700,319.16693100
0.172603,2177,260.78118900,260.90466300
0.059456,2178,1116.23462000,1117.52979000
0.121587,2179,2010.73279000,2033.98865000
0.493022,2180,142.55171200,142.68258700
0.061812,2181,5278.93115000,5228.79004000
0.214843,2182,309.36965900,308.21585100
0.077957,2183,1975.30103000,1951.15784000
0.105375,2185,3104.12915000,3167.40918000
0.451403,2186,5488.57031000,5596.08643000
0.095344,2187,2207.76880000,2200.16357000
0.123992,2189,3749.88770000,3682.83569000
0.075297,2190,1799.06677000,1798.39722000
0.082283,2191,1419.69714000,1409.41211000
0.041951,2192,1069.96729000,1077.45276000
0.135289,2193,966.93402100,962.78125000
0.083626,2195,912.39679000,905.12597700
0.056824,2196,786.01599100,789.05419900
0.028800,2197,2314.81274000,2399.95093000
0.328465,2198,329.94653300,333.05719000
0.066191,2199,893.46502700,889.00311300
0.032994,2200,625.26672400,623.48522900
0.090459,2201,1057.87622000,1056.43896000
0.048333,2202,3991.30884000,3948.13940000
0.072059,2203,4212.19678000,4067.99731000
0.390309,2204,4974.42871000,4453.70264000
0.395421,2205,8108.45068000,6498.03223000
0.070073,2207,858.34680200,858.14154100
0.103170,2208,3002.95532000,3017.18359000
0.299754,2209,1034.87244000,1037.17383000
0.155274,2210,454.96197500,458.77221700
0.074360,2211,519.07769800,520.63104200
0.042675,2212,1883.35547000,1889.10535000
0.485824,2213,7387.70850000,7315.11621000
0.460179,2214,169.05278000,169.53732300
0.046911,2215,1984.89014000,1958.82581000
0.034278,2216,2152.25708000,2145.37646000
0.074643,2217,1534.12109000,1539.08472000
0.065920,2218,3409.34668000,3401.40186000
0.045384,2219,1484.83899000,1501.25891000
0.150004,2220,2612.09619000,2674.08301000
0.167107,2221,224.36961400,224.30955500
0.191683,2222,2819.70410000,2791.67065000
0.178922,2223,495.49975600,490.23266600
0.303650,2224,314.79245000,314.86273200
0.143799,2225,590.13311800,583.42913800
0.063620,2229,584.15905800,584.41687000
0.044375,2230,960.47802700,1005.44855000
0.192074,2231,283.54650900,285.61880500
0.131255,2233,369.21948200,365.90423600
0.357433,2234,109.71725500,109.04422000
0.111344,2235,618.38690200,618.13916000
0.134664,2236,2782.51318000,2808.73779000
0.291765,2237,123.57344800,124.06082900
0.034269,2238,561.43505900,588.43615700
0.048635,2240,743.65344200,746.40417500
0.009547,2241,573.95397900,578.89221200
0.079626,2242,2768.39282000,2748.10718000
0.110148,2243,1434.34668000,1438.08435000
0.027773,2244,1034.13220000,1033.18225000
0.020459,2245,580.51574700,582.14337200
0.482665,2246,2094.59741000,2122.10693000
0.085437,2251,3017.89673000,3028.17603000
0.259509,2252,127.62155200,127.91220900
0.065323,2253,1735.09509000,1756.69763000
0.025702,2254,984.25524900,982.56085200
0.046832,2255,1558.92908000,1522.48987000
0.059536,2256,1118.56116000,1130.53345000
0.127709,2257,1766.95569000,1757.08704000
0.090862,2258,747.66442900,746.44543500
0.040763,2259,1081.88501000,1085.79626000
0.035472,2260,742.77807600,628.85784900
0.237543,2261,383.72052000,383.82943700
0.055909,2262,523.13220200,522.97351100
0.033373,2263,3118.37158000,3124.87842000